"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"31390","鳥取県","西伯郡","さいはくぐん","伯耆町","ほうきちょう","2005-01-01","岸本町(31383)、溝口町(31404)が合併し、伯耆町(31390)を新設"
"31404","鳥取県","日野郡","ひのぐん","溝口町","みぞくちちょう","2005-01-01","岸本町(31383)、溝口町(31404)が合併し、伯耆町(31390)を新設"
"32201","島根県","","","松江市","まつえし","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32201","島根県","","","松江市","まつえし","2011-08-01","東出雲町(32304)が松江市(32201)に編入
八束郡(32300)の廃止"
"32201","島根県","","","松江市","まつえし","2012-04-01","松江市(32201)が特例市に移行"
"32201","島根県","","","松江市","まつえし","2018-04-01","松江市(32201)が特例市から中核市に移行"
"32202","島根県","","","浜田市","はまだし","2005-10-01","那賀郡(32460)の廃止
浜田市(32202)、金城町(32462)、旭町(32463)、弥栄村(32464)、三隅町(32465)が合併し、浜田市を新設"
"32203","島根県","","","出雲市","いずもし","2005-03-22","出雲市(32203)、平田市(32208)、佐田町(32402)、多伎町(32403)、湖陵町(32404)、大社町(32405)が合併し、出雲市を新設"
"32203","島根県","","","出雲市","いずもし","2011-10-01","斐川町(32401)が出雲市(32203)に編入
簸川郡(32400)の廃止"
"32204","島根県","","","益田市","ますだし","2004-11-01","美都町(32481)、匹見町(32482)が益田市(32204)に編入
美濃郡(32480)の廃止"
"32205","島根県","","","大田市","おおだし","2005-10-01","大田市(32205)、温泉津町(32421)、仁摩町(32422)が合併し、大田市を新設
邇摩郡(32420)の廃止"
"32206","島根県","","","安来市","やすぎし","2004-10-01","安来市(32206)、広瀬町(32321)、伯太町(32322)が合併し、安来市を新設
能義郡(32320)の廃止"
"32207","島根県","","","江津市","ごうつし","2004-10-01","桜江町(32447)が江津市(32207)に編入"
"32208","島根県","","","平田市","ひらたし","2005-03-22","出雲市(32203)、平田市(32208)、佐田町(32402)、多伎町(32403)、湖陵町(32404)、大社町(32405)が合併し、出雲市を新設"
"32209","島根県","","","雲南市","うんなんし","2004-11-01","大原郡(32360)の廃止
大東町(32361)、加茂町(32362)、木次町(32363)、三刀屋町(32381)、吉田村(32382)、掛合町(32383)が合併し、雲南市(32209)を新設"
"32301","島根県","八束郡","やつかぐん","鹿島町","かしまちょう","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32302","島根県","八束郡","やつかぐん","島根町","しまねちょう","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32303","島根県","八束郡","やつかぐん","美保関町","みほのせきちょう","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32304","島根県","八束郡","やつかぐん","東出雲町","ひがしいずもちょう","2011-08-01","東出雲町(32304)が松江市(32201)に編入
八束郡(32300)の廃止"
"32305","島根県","八束郡","やつかぐん","八雲村","やくもむら","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32306","島根県","八束郡","やつかぐん","玉湯町","たまゆちょう","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32307","島根県","八束郡","やつかぐん","宍道町","しんじちょう","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32308","島根県","八束郡","やつかぐん","八束町","やつかちょう","2005-03-31","松江市(32201)、鹿島町(32301)、島根町(32302)、美保関町(32303)、八雲村(32305)、玉湯町(32306)、宍道町(32307)、八束町(32308)が合併し、松江市を新設"
"32321","島根県","能義郡","のぎぐん","広瀬町","ひろせまち","2004-10-01","安来市(32206)、広瀬町(32321)、伯太町(32322)が合併し、安来市を新設
能義郡(32320)の廃止"
"32322","島根県","能義郡","のぎぐん","伯太町","はくたちょう","2004-10-01","安来市(32206)、広瀬町(32321)、伯太町(32322)が合併し、安来市を新設
能義郡(32320)の廃止"
"32341","島根県","仁多郡","にたぐん","仁多町","にたちょう","2005-03-31","仁多町(32341)、横田町(32342)が合併し、奥出雲町(32343)を新設"
"32342","島根県","仁多郡","にたぐん","横田町","よこたちょう","2005-03-31","仁多町(32341)、横田町(32342)が合併し、奥出雲町(32343)を新設"
"32343","島根県","仁多郡","にたぐん","奥出雲町","おくいずもちょう","2005-03-31","仁多町(32341)、横田町(32342)が合併し、奥出雲町(32343)を新設"
"32361","島根県","大原郡","おおはらぐん","大東町","だいとうちょう","2004-11-01","大原郡(32360)の廃止
大東町(32361)、加茂町(32362)、木次町(32363)、三刀屋町(32381)、吉田村(32382)、掛合町(32383)が合併し、雲南市(32209)を新設"
"32362","島根県","大原郡","おおはらぐん","加茂町","かもまち","2004-11-01","大原郡(32360)の廃止
大東町(32361)、加茂町(32362)、木次町(32363)、三刀屋町(32381)、吉田村(32382)、掛合町(32383)が合併し、雲南市(32209)を新設"
"32363","島根県","大原郡","おおはらぐん","木次町","きすきちょう","2004-11-01","大原郡(32360)の廃止
大東町(32361)、加茂町(32362)、木次町(32363)、三刀屋町(32381)、吉田村(32382)、掛合町(32383)が合併し、雲南市(32209)を新設"
"32381","島根県","飯石郡","いいしぐん","三刀屋町","みとやちょう","2004-11-01","大原郡(32360)の廃止
大東町(32361)、加茂町(32362)、木次町(32363)、三刀屋町(32381)、吉田村(32382)、掛合町(32383)が合併し、雲南市(32209)を新設"
"32382","島根県","飯石郡","いいしぐん","吉田村","よしだむら","2004-11-01","大原郡(32360)の廃止
大東町(32361)、加茂町(32362)、木次町(32363)、三刀屋町(32381)、吉田村(32382)、掛合町(32383)が合併し、雲南市(32209)を新設"
"32383","島根県","飯石郡","いいしぐん","掛合町","かけやまち","2004-11-01","大原郡(32360)の廃止
大東町(32361)、加茂町(32362)、木次町(32363)、三刀屋町(32381)、吉田村(32382)、掛合町(32383)が合併し、雲南市(32209)を新設"
"32384","島根県","飯石郡","いいしぐん","頓原町","とんばらちょう","2005-01-01","頓原町(32384)、赤来町(32385)が合併し、飯南町(32386)を新設"
"32385","島根県","飯石郡","いいしぐん","赤来町","あかぎちょう","2005-01-01","頓原町(32384)、赤来町(32385)が合併し、飯南町(32386)を新設"
"32386","島根県","飯石郡","いいしぐん","飯南町","いいなんちょう","2005-01-01","頓原町(32384)、赤来町(32385)が合併し、飯南町(32386)を新設"
"32401","島根県","簸川郡","ひかわぐん","斐川町","ひかわちょう","2011-10-01","斐川町(32401)が出雲市(32203)に編入
簸川郡(32400)の廃止"
"32402","島根県","簸川郡","ひかわぐん","佐田町","さだちょう","2005-03-22","出雲市(32203)、平田市(32208)、佐田町(32402)、多伎町(32403)、湖陵町(32404)、大社町(32405)が合併し、出雲市を新設"
"32403","島根県","簸川郡","ひかわぐん","多伎町","たきちょう","2005-03-22","出雲市(32203)、平田市(32208)、佐田町(32402)、多伎町(32403)、湖陵町(32404)、大社町(32405)が合併し、出雲市を新設"
"32404","島根県","簸川郡","ひかわぐん","湖陵町","こりょうちょう","2005-03-22","出雲市(32203)、平田市(32208)、佐田町(32402)、多伎町(32403)、湖陵町(32404)、大社町(32405)が合併し、出雲市を新設"
"32405","島根県","簸川郡","ひかわぐん","大社町","たいしゃまち","2005-03-22","出雲市(32203)、平田市(32208)、佐田町(32402)、多伎町(32403)、湖陵町(32404)、大社町(32405)が合併し、出雲市を新設"
"32421","島根県","邇摩郡","にまぐん","温泉津町","ゆのつまち","2005-10-01","大田市(32205)、温泉津町(32421)、仁摩町(32422)が合併し、大田市を新設
邇摩郡(32420)の廃止"
"32422","島根県","邇摩郡","にまぐん","仁摩町","にまちょう","2005-10-01","大田市(32205)、温泉津町(32421)、仁摩町(32422)が合併し、大田市を新設
邇摩郡(32420)の廃止"
"32442","島根県","邑智郡","おおちぐん","邑智町","おおちちょう","2004-10-01","邑智町(32442)、大和村(32443)が合併し、美郷町(32448)を新設"
"32443","島根県","邑智郡","おおちぐん","大和村","だいわむら","2004-10-01","邑智町(32442)、大和村(32443)が合併し、美郷町(32448)を新設"
"32444","島根県","邑智郡","おおちぐん","羽須美村","はすみむら","2004-10-01","羽須美村(32444)、瑞穂町(32445)、石見町(32446)が合併し、邑南町(32449)を新設"
"32445","島根県","邑智郡","おおちぐん","瑞穂町","みずほちょう","2004-10-01","羽須美村(32444)、瑞穂町(32445)、石見町(32446)が合併し、邑南町(32449)を新設"
"32446","島根県","邑智郡","おおちぐん","石見町","いわみちょう","2004-10-01","羽須美村(32444)、瑞穂町(32445)、石見町(32446)が合併し、邑南町(32449)を新設"
"32447","島根県","邑智郡","おおちぐん","桜江町","さくらえちょう","2004-10-01","桜江町(32447)が江津市(32207)に編入"
"32448","島根県","邑智郡","おおちぐん","美郷町","みさとちょう","2004-10-01","邑智町(32442)、大和村(32443)が合併し、美郷町(32448)を新設"
"32449","島根県","邑智郡","おおちぐん","邑南町","おおなんちょう","2004-10-01","羽須美村(32444)、瑞穂町(32445)、石見町(32446)が合併し、邑南町(32449)を新設"
"32462","島根県","那賀郡","なかぐん","金城町","かなぎちょう","2005-10-01","那賀郡(32460)の廃止
浜田市(32202)、金城町(32462)、旭町(32463)、弥栄村(32464)、三隅町(32465)が合併し、浜田市を新設"
"32463","島根県","那賀郡","なかぐん","旭町","あさひちょう","2005-10-01","那賀郡(32460)の廃止
浜田市(32202)、金城町(32462)、旭町(32463)、弥栄村(32464)、三隅町(32465)が合併し、浜田市を新設"
"32464","島根県","那賀郡","なかぐん","弥栄村","やさかむら","2005-10-01","那賀郡(32460)の廃止
浜田市(32202)、金城町(32462)、旭町(32463)、弥栄村(32464)、三隅町(32465)が合併し、浜田市を新設"
"32465","島根県","那賀郡","なかぐん","三隅町","みすみちょう","2005-10-01","那賀郡(32460)の廃止
浜田市(32202)、金城町(32462)、旭町(32463)、弥栄村(32464)、三隅町(32465)が合併し、浜田市を新設"
"32481","島根県","美濃郡","みのぐん","美都町","みとちょう","2004-11-01","美都町(32481)、匹見町(32482)が益田市(32204)に編入
美濃郡(32480)の廃止"
"32482","島根県","美濃郡","みのぐん","匹見町","ひきみちょう","2004-11-01","美都町(32481)、匹見町(32482)が益田市(32204)に編入
美濃郡(32480)の廃止"
"32501","島根県","鹿足郡","かのあしぐん","津和野町","つわのちょう","2005-09-25","津和野町(32501)、日原町(32502)が合併し、津和野町を新設"
"32502","島根県","鹿足郡","かのあしぐん","日原町","にちはらちょう","2005-09-25","津和野町(32501)、日原町(32502)が合併し、津和野町を新設"
"32503","島根県","鹿足郡","かのあしぐん","柿木村","かきのきむら","2005-10-01","柿木村(32503)、六日市町(32504)が合併し、吉賀町(32505)を新設"
"32504","島根県","鹿足郡","かのあしぐん","六日市町","むいかいちちょう","2005-10-01","柿木村(32503)、六日市町(32504)が合併し、吉賀町(32505)を新設"
"32505","島根県","鹿足郡","かのあしぐん","吉賀町","よしかちょう","2005-10-01","柿木村(32503)、六日市町(32504)が合併し、吉賀町(32505)を新設"
"32521","島根県","隠岐郡","おきぐん","西郷町","さいごうちょう","2004-10-01","西郷町(32521)、布施村(32522)、五箇村(32523)、都万村(32524)が合併し、隠岐の島町(32528)を新設"
