"標準地域コード","都道府県","政令市･郡･支庁･振興局等","政令市･郡･支庁･振興局等（ふりがな）","市区町村","市区町村（ふりがな）","廃置分合等施行年月日","改正事由"
"28342","兵庫県","加東郡","かとうぐん","滝野町","たきのちょう","2006-03-20","加東郡(28340)の廃止
社町(28341)、滝野町(28342)、東条町(28343)が合併し、加東市(28228)を新設"
"28343","兵庫県","加東郡","かとうぐん","東条町","とうじょうちょう","2006-03-20","加東郡(28340)の廃止
社町(28341)、滝野町(28342)、東条町(28343)が合併し、加東市(28228)を新設"
"28361","兵庫県","多可郡","たかぐん","中町","なかちょう","2005-11-01","中町(28361)、加美町(28362)、八千代町(28363)が合併し、多可町(28365)を新設"
"28362","兵庫県","多可郡","たかぐん","加美町","かみちょう","2005-11-01","中町(28361)、加美町(28362)、八千代町(28363)が合併し、多可町(28365)を新設"
"28363","兵庫県","多可郡","たかぐん","八千代町","やちよちょう","2005-11-01","中町(28361)、加美町(28362)、八千代町(28363)が合併し、多可町(28365)を新設"
"28364","兵庫県","多可郡","たかぐん","黒田庄町","くろだしょうちょう","2005-10-01","西脇市(28213)、黒田庄町(28364)が合併し、西脇市を新設"
"28365","兵庫県","多可郡","たかぐん","多可町","たかちょう","2005-11-01","中町(28361)、加美町(28362)、八千代町(28363)が合併し、多可町(28365)を新設"
"28421","兵庫県","飾磨郡","しかまぐん","家島町","いえしまちょう","2006-03-27","家島町(28421)が姫路市(28201)に編入"
"28422","兵庫県","飾磨郡","しかまぐん","夢前町","ゆめさきちょう","2006-03-27","飾磨郡(28420)の廃止
夢前町(28422)が姫路市(28201)に編入"
"28441","兵庫県","神崎郡","かんざきぐん","神崎町","かんざきちょう","2005-11-07","神崎町(28441)、大河内町(28445)が合併し、神河町(28446)を新設"
"28444","兵庫県","神崎郡","かんざきぐん","香寺町","こうでらちょう","2006-03-27","香寺町(28444)、安富町(28522)が姫路市(28201)に編入
宍粟郡(28520)の廃止"
"28445","兵庫県","神崎郡","かんざきぐん","大河内町","おおかわちちょう","2005-11-07","神崎町(28441)、大河内町(28445)が合併し、神河町(28446)を新設"
"28446","兵庫県","神崎郡","かんざきぐん","神河町","かみかわちょう","2005-11-07","神崎町(28441)、大河内町(28445)が合併し、神河町(28446)を新設"
"28461","兵庫県","揖保郡","いぼぐん","新宮町","しんぐうちょう","2005-10-01","龍野市(28211)、新宮町(28461)、揖保川町(28462)、御津町(28463)が合併し、たつの市(28229)を新設"
"28462","兵庫県","揖保郡","いぼぐん","揖保川町","いぼがわちょう","2005-10-01","龍野市(28211)、新宮町(28461)、揖保川町(28462)、御津町(28463)が合併し、たつの市(28229)を新設"
"28463","兵庫県","揖保郡","いぼぐん","御津町","みつちょう","2005-10-01","龍野市(28211)、新宮町(28461)、揖保川町(28462)、御津町(28463)が合併し、たつの市(28229)を新設"
"28501","兵庫県","佐用郡","さようぐん","佐用町","さようちょう","2005-10-01","佐用町(28501)、上月町(28502)、南光町(28503)、三日月町(28504)が合併し、佐用町を新設"
"28502","兵庫県","佐用郡","さようぐん","上月町","こうづきちょう","2005-10-01","佐用町(28501)、上月町(28502)、南光町(28503)、三日月町(28504)が合併し、佐用町を新設"
"28503","兵庫県","佐用郡","さようぐん","南光町","なんこうちょう","2005-10-01","佐用町(28501)、上月町(28502)、南光町(28503)、三日月町(28504)が合併し、佐用町を新設"
"28504","兵庫県","佐用郡","さようぐん","三日月町","みかづきちょう","2005-10-01","佐用町(28501)、上月町(28502)、南光町(28503)、三日月町(28504)が合併し、佐用町を新設"
"28521","兵庫県","宍粟郡","しそうぐん","山崎町","やまさきちょう","2005-04-01","山崎町(28521)、一宮町(28523)、波賀町(28524)、千種町(28525)が合併し、宍粟市(28227)を新設"
"28522","兵庫県","宍粟郡","しそうぐん","安富町","やすとみちょう","2006-03-27","香寺町(28444)、安富町(28522)が姫路市(28201)に編入
宍粟郡(28520)の廃止"
"28523","兵庫県","宍粟郡","しそうぐん","一宮町","いちのみやちょう","2005-04-01","山崎町(28521)、一宮町(28523)、波賀町(28524)、千種町(28525)が合併し、宍粟市(28227)を新設"
"28524","兵庫県","宍粟郡","しそうぐん","波賀町","はがちょう","2005-04-01","山崎町(28521)、一宮町(28523)、波賀町(28524)、千種町(28525)が合併し、宍粟市(28227)を新設"
"28525","兵庫県","宍粟郡","しそうぐん","千種町","ちくさちょう","2005-04-01","山崎町(28521)、一宮町(28523)、波賀町(28524)、千種町(28525)が合併し、宍粟市(28227)を新設"
"28541","兵庫県","城崎郡","きのさきぐん","城崎町","きのさきちょう","2005-04-01","出石郡(28560)の廃止
豊岡市(28209)、城崎町(28541)、竹野町(28542)、日高町(28544)、出石町(28561)、但東町(28562)が合併し、豊岡市を新設"
"28542","兵庫県","城崎郡","きのさきぐん","竹野町","たけのちょう","2005-04-01","出石郡(28560)の廃止
豊岡市(28209)、城崎町(28541)、竹野町(28542)、日高町(28544)、出石町(28561)、但東町(28562)が合併し、豊岡市を新設"
"28543","兵庫県","城崎郡","きのさきぐん","香住町","かすみちょう","2005-04-01","香住町(28543)、村岡町(28581)、美方町(28583)が合併し、香美町(28585)を新設
城崎郡(28540)の廃止"
"28544","兵庫県","城崎郡","きのさきぐん","日高町","ひだかちょう","2005-04-01","出石郡(28560)の廃止
豊岡市(28209)、城崎町(28541)、竹野町(28542)、日高町(28544)、出石町(28561)、但東町(28562)が合併し、豊岡市を新設"
"28561","兵庫県","出石郡","いずしぐん","出石町","いずしちょう","2005-04-01","出石郡(28560)の廃止
豊岡市(28209)、城崎町(28541)、竹野町(28542)、日高町(28544)、出石町(28561)、但東町(28562)が合併し、豊岡市を新設"
"28562","兵庫県","出石郡","いずしぐん","但東町","たんとうちょう","2005-04-01","出石郡(28560)の廃止
豊岡市(28209)、城崎町(28541)、竹野町(28542)、日高町(28544)、出石町(28561)、但東町(28562)が合併し、豊岡市を新設"
"28581","兵庫県","美方郡","みかたぐん","村岡町","むらおかちょう","2005-04-01","香住町(28543)、村岡町(28581)、美方町(28583)が合併し、香美町(28585)を新設
城崎郡(28540)の廃止"
"28582","兵庫県","美方郡","みかたぐん","浜坂町","はまさかちょう","2005-10-01","浜坂町(28582)、温泉町(28584)が合併し、新温泉町(28586)を新設"
"28583","兵庫県","美方郡","みかたぐん","美方町","みかたちょう","2005-04-01","香住町(28543)、村岡町(28581)、美方町(28583)が合併し、香美町(28585)を新設
城崎郡(28540)の廃止"
"28584","兵庫県","美方郡","みかたぐん","温泉町","おんせんちょう","2005-10-01","浜坂町(28582)、温泉町(28584)が合併し、新温泉町(28586)を新設"
"28585","兵庫県","美方郡","みかたぐん","香美町","かみちょう","2005-04-01","香住町(28543)、村岡町(28581)、美方町(28583)が合併し、香美町(28585)を新設
城崎郡(28540)の廃止"
"28586","兵庫県","美方郡","みかたぐん","新温泉町","しんおんせんちょう","2005-10-01","浜坂町(28582)、温泉町(28584)が合併し、新温泉町(28586)を新設"
"28601","兵庫県","養父郡","やぶぐん","八鹿町","ようかちょう","2004-04-01","八鹿町(28601)、養父町(28602)、大屋町(28603)、関宮町(28604)が合併し、養父市(28222)を新設
養父郡(28600)の廃止"
"28602","兵庫県","養父郡","やぶぐん","養父町","やぶちょう","2004-04-01","八鹿町(28601)、養父町(28602)、大屋町(28603)、関宮町(28604)が合併し、養父市(28222)を新設
養父郡(28600)の廃止"
"28603","兵庫県","養父郡","やぶぐん","大屋町","おおやちょう","2004-04-01","八鹿町(28601)、養父町(28602)、大屋町(28603)、関宮町(28604)が合併し、養父市(28222)を新設
養父郡(28600)の廃止"
"28604","兵庫県","養父郡","やぶぐん","関宮町","せきのみやちょう","2004-04-01","八鹿町(28601)、養父町(28602)、大屋町(28603)、関宮町(28604)が合併し、養父市(28222)を新設
養父郡(28600)の廃止"
"28621","兵庫県","朝来郡","あさごぐん","生野町","いくのちょう","2005-04-01","生野町(28621)、和田山町(28622)、山東町(28623)、朝来町(28624)が合併し、朝来市(28225)を新設
朝来郡(28620)の廃止"
"28622","兵庫県","朝来郡","あさごぐん","和田山町","わだやまちょう","2005-04-01","生野町(28621)、和田山町(28622)、山東町(28623)、朝来町(28624)が合併し、朝来市(28225)を新設
朝来郡(28620)の廃止"
"28623","兵庫県","朝来郡","あさごぐん","山東町","さんとうちょう","2005-04-01","生野町(28621)、和田山町(28622)、山東町(28623)、朝来町(28624)が合併し、朝来市(28225)を新設
朝来郡(28620)の廃止"
"28624","兵庫県","朝来郡","あさごぐん","朝来町","あさごちょう","2005-04-01","生野町(28621)、和田山町(28622)、山東町(28623)、朝来町(28624)が合併し、朝来市(28225)を新設
朝来郡(28620)の廃止"
"28641","兵庫県","氷上郡","ひかみぐん","柏原町","かいばらちょう","2004-11-01","柏原町(28641)、氷上町(28642)、青垣町(28643)、春日町(28644)、山南町(28645)、市島町(28646)が合併し、丹波市(28223)を新設
氷上郡(28640)の廃止"
"28642","兵庫県","氷上郡","ひかみぐん","氷上町","ひかみちょう","2004-11-01","柏原町(28641)、氷上町(28642)、青垣町(28643)、春日町(28644)、山南町(28645)、市島町(28646)が合併し、丹波市(28223)を新設
氷上郡(28640)の廃止"
"28643","兵庫県","氷上郡","ひかみぐん","青垣町","あおがきちょう","2004-11-01","柏原町(28641)、氷上町(28642)、青垣町(28643)、春日町(28644)、山南町(28645)、市島町(28646)が合併し、丹波市(28223)を新設
氷上郡(28640)の廃止"
"28644","兵庫県","氷上郡","ひかみぐん","春日町","かすがちょう","2004-11-01","柏原町(28641)、氷上町(28642)、青垣町(28643)、春日町(28644)、山南町(28645)、市島町(28646)が合併し、丹波市(28223)を新設
氷上郡(28640)の廃止"
"28645","兵庫県","氷上郡","ひかみぐん","山南町","さんなんちょう","2004-11-01","柏原町(28641)、氷上町(28642)、青垣町(28643)、春日町(28644)、山南町(28645)、市島町(28646)が合併し、丹波市(28223)を新設
氷上郡(28640)の廃止"
"28646","兵庫県","氷上郡","ひかみぐん","市島町","いちじまちょう","2004-11-01","柏原町(28641)、氷上町(28642)、青垣町(28643)、春日町(28644)、山南町(28645)、市島町(28646)が合併し、丹波市(28223)を新設
氷上郡(28640)の廃止"
"28681","兵庫県","津名郡","つなぐん","津名町","つなちょう","2005-04-01","津名町(28681)、淡路町(28682)、北淡町(28683)、一宮町(28684)、東浦町(28686)が合併し、淡路市(28226)を新設"
"28682","兵庫県","津名郡","つなぐん","淡路町","あわじちょう","2005-04-01","津名町(28681)、淡路町(28682)、北淡町(28683)、一宮町(28684)、東浦町(28686)が合併し、淡路市(28226)を新設"
"28683","兵庫県","津名郡","つなぐん","北淡町","ほくだんちょう","2005-04-01","津名町(28681)、淡路町(28682)、北淡町(28683)、一宮町(28684)、東浦町(28686)が合併し、淡路市(28226)を新設"
"28684","兵庫県","津名郡","つなぐん","一宮町","いちのみやちょう","2005-04-01","津名町(28681)、淡路町(28682)、北淡町(28683)、一宮町(28684)、東浦町(28686)が合併し、淡路市(28226)を新設"
"28685","兵庫県","津名郡","つなぐん","五色町","ごしきちょう","2006-02-11","洲本市(28205)、五色町(28685)が合併し、洲本市を新設
津名郡(28680)の廃止"
"28686","兵庫県","津名郡","つなぐん","東浦町","ひがしうらちょう","2005-04-01","津名町(28681)、淡路町(28682)、北淡町(28683)、一宮町(28684)、東浦町(28686)が合併し、淡路市(28226)を新設"
"28701","兵庫県","三原郡","みはらぐん","緑町","みどりちょう","2005-01-11","三原郡(28700)の廃止
緑町(28701)、西淡町(28702)、三原町(28703)、南淡町(28704)が合併し、南あわじ市(28224)を新設"
"28702","兵庫県","三原郡","みはらぐん","西淡町","せいだんちょう","2005-01-11","三原郡(28700)の廃止
緑町(28701)、西淡町(28702)、三原町(28703)、南淡町(28704)が合併し、南あわじ市(28224)を新設"
"28703","兵庫県","三原郡","みはらぐん","三原町","みはらちょう","2005-01-11","三原郡(28700)の廃止
緑町(28701)、西淡町(28702)、三原町(28703)、南淡町(28704)が合併し、南あわじ市(28224)を新設"
"28704","兵庫県","三原郡","みはらぐん","南淡町","なんだんちょう","2005-01-11","三原郡(28700)の廃止
緑町(28701)、西淡町(28702)、三原町(28703)、南淡町(28704)が合併し、南あわじ市(28224)を新設"
"29201","奈良県","","","奈良市","ならし","2002-04-01","奈良市(29201)が中核市に移行"
"29201","奈良県","","","奈良市","ならし","2005-04-01","月ケ瀬村(29301)、都祁村(29321)が奈良市(29201)に編入
添上郡(29300)の廃止"
"29207","奈良県","","","五條市","ごじょうし","2005-09-25","西吉野村(29445)、大塔村(29448)が五條市(29207)に編入"
"29211","奈良県","","","葛城市","かつらぎし","2004-10-01","新庄町(29421)、當麻町(29422)が合併し、葛城市(29211)を新設"
"29212","奈良県","","","宇陀市","うだし","2006-01-01","大宇陀町(29381)、菟田野町(29382)、榛原町(29383)、室生村(29384)が合併し、宇陀市(29212)を新設"
"29301","奈良県","添上郡","そえかみぐん","月ケ瀬村","つきがせむら","2005-04-01","月ケ瀬村(29301)、都祁村(29321)が奈良市(29201)に編入
添上郡(29300)の廃止"
"29321","奈良県","山辺郡","やまべぐん","都祁村","つげむら","2005-04-01","月ケ瀬村(29301)、都祁村(29321)が奈良市(29201)に編入
添上郡(29300)の廃止"
"29381","奈良県","宇陀郡","うだぐん","大宇陀町","おおうだちょう","2006-01-01","大宇陀町(29381)、菟田野町(29382)、榛原町(29383)、室生村(29384)が合併し、宇陀市(29212)を新設"
"29382","奈良県","宇陀郡","うだぐん","菟田野町","うたのちょう","2006-01-01","大宇陀町(29381)、菟田野町(29382)、榛原町(29383)、室生村(29384)が合併し、宇陀市(29212)を新設"
"29383","奈良県","宇陀郡","うだぐん","榛原町","はいばらちょう","2006-01-01","大宇陀町(29381)、菟田野町(29382)、榛原町(29383)、室生村(29384)が合併し、宇陀市(29212)を新設"
"29384","奈良県","宇陀郡","うだぐん","室生村","むろうむら","2006-01-01","大宇陀町(29381)、菟田野町(29382)、榛原町(29383)、室生村(29384)が合併し、宇陀市(29212)を新設"
"29421","奈良県","北葛城郡","きたかつらぎぐん","新庄町","しんじょうちょう","2004-10-01","新庄町(29421)、當麻町(29422)が合併し、葛城市(29211)を新設"
"29422","奈良県","北葛城郡","きたかつらぎぐん","當麻町","たいまちょう","2004-10-01","新庄町(29421)、當麻町(29422)が合併し、葛城市(29211)を新設"
"29445","奈良県","吉野郡","よしのぐん","西吉野村","にしよしのむら","2005-09-25","西吉野村(29445)、大塔村(29448)が五條市(29207)に編入"
"29448","奈良県","吉野郡","よしのぐん","大塔村","おおとうむら","2005-09-25","西吉野村(29445)、大塔村(29448)が五條市(29207)に編入"
"30202","和歌山県","","","海南市","かいなんし","2005-04-01","海南市(30202)、下津町(30301)が合併し、海南市を新設"
"30203","和歌山県","","","橋本市","はしもとし","2006-03-01","橋本市(30203)、高野口町(30342)が合併し、橋本市を新設"
"30206","和歌山県","","","田辺市","たなべし","2005-05-01","田辺市(30206)、龍神村(30387)、中辺路町(30402)、大塔村(30403)、本宮町(30426)が合併し、田辺市を新設"
"30207","和歌山県","","","新宮市","しんぐうし","2005-10-01","新宮市(30207)、熊野川町(30425)が合併し、新宮市を新設"
"30208","和歌山県","","","紀の川市","きのかわし","2005-11-07","打田町(30321)、粉河町(30322)、那賀町(30323)、桃山町(30324)、貴志川町(30325)が合併し、紀の川市(30208)を新設"
"30209","和歌山県","","","岩出市","いわでし","2006-04-01","岩出町(30326)が岩出市(30209)に市制施行
那賀郡(30320)の廃止"
"30301","和歌山県","海草郡","かいそうぐん","下津町","しもつちょう","2005-04-01","海南市(30202)、下津町(30301)が合併し、海南市を新設"
"30302","和歌山県","海草郡","かいそうぐん","野上町","のかみちょう","2006-01-01","野上町(30302)、美里町(30303)が合併し、紀美野町(30304)を新設"
"30303","和歌山県","海草郡","かいそうぐん","美里町","みさとちょう","2006-01-01","野上町(30302)、美里町(30303)が合併し、紀美野町(30304)を新設"
"30304","和歌山県","海草郡","かいそうぐん","紀美野町","きみのちょう","2006-01-01","野上町(30302)、美里町(30303)が合併し、紀美野町(30304)を新設"
"30321","和歌山県","那賀郡","ながぐん","打田町","うちたちょう","2005-11-07","打田町(30321)、粉河町(30322)、那賀町(30323)、桃山町(30324)、貴志川町(30325)が合併し、紀の川市(30208)を新設"
"30322","和歌山県","那賀郡","ながぐん","粉河町","こかわちょう","2005-11-07","打田町(30321)、粉河町(30322)、那賀町(30323)、桃山町(30324)、貴志川町(30325)が合併し、紀の川市(30208)を新設"
"30323","和歌山県","那賀郡","ながぐん","那賀町","ながちょう","2005-11-07","打田町(30321)、粉河町(30322)、那賀町(30323)、桃山町(30324)、貴志川町(30325)が合併し、紀の川市(30208)を新設"
"30324","和歌山県","那賀郡","ながぐん","桃山町","ももやまちょう","2005-11-07","打田町(30321)、粉河町(30322)、那賀町(30323)、桃山町(30324)、貴志川町(30325)が合併し、紀の川市(30208)を新設"
"30325","和歌山県","那賀郡","ながぐん","貴志川町","きしがわちょう","2005-11-07","打田町(30321)、粉河町(30322)、那賀町(30323)、桃山町(30324)、貴志川町(30325)が合併し、紀の川市(30208)を新設"
"30326","和歌山県","那賀郡","ながぐん","岩出町","いわでちょう","2006-04-01","岩出町(30326)が岩出市(30209)に市制施行
那賀郡(30320)の廃止"
"30341","和歌山県","伊都郡","いとぐん","かつらぎ町","かつらぎちょう","2005-10-01","花園村(30345)がかつらぎ町(30341)に編入"
"30342","和歌山県","伊都郡","いとぐん","高野口町","こうやぐちちょう","2006-03-01","橋本市(30203)、高野口町(30342)が合併し、橋本市を新設"
"30345","和歌山県","伊都郡","いとぐん","花園村","はなぞのむら","2005-10-01","花園村(30345)がかつらぎ町(30341)に編入"
"30363","和歌山県","有田郡","ありだぐん","吉備町","きびちょう","2006-01-01","吉備町(30363)、金屋町(30364)、清水町(30365)が合併し、有田川町(30366)を新設"
"30364","和歌山県","有田郡","ありだぐん","金屋町","かなやちょう","2006-01-01","吉備町(30363)、金屋町(30364)、清水町(30365)が合併し、有田川町(30366)を新設"
"30365","和歌山県","有田郡","ありだぐん","清水町","しみずちょう","2006-01-01","吉備町(30363)、金屋町(30364)、清水町(30365)が合併し、有田川町(30366)を新設"
"30366","和歌山県","有田郡","ありだぐん","有田川町","ありだがわちょう","2006-01-01","吉備町(30363)、金屋町(30364)、清水町(30365)が合併し、有田川町(30366)を新設"
"30384","和歌山県","日高郡","ひだかぐん","川辺町","かわべちょう","2005-05-01","川辺町(30384)、中津村(30385)、美山村(30386)が合併し、日高川町(30392)を新設"
"30385","和歌山県","日高郡","ひだかぐん","中津村","なかつむら","2005-05-01","川辺町(30384)、中津村(30385)、美山村(30386)が合併し、日高川町(30392)を新設"
"30386","和歌山県","日高郡","ひだかぐん","美山村","みやまむら","2005-05-01","川辺町(30384)、中津村(30385)、美山村(30386)が合併し、日高川町(30392)を新設"
"30387","和歌山県","日高郡","ひだかぐん","龍神村","りゅうじんむら","2005-05-01","田辺市(30206)、龍神村(30387)、中辺路町(30402)、大塔村(30403)、本宮町(30426)が合併し、田辺市を新設"
"30388","和歌山県","日高郡","ひだかぐん","南部川村","みなべがわむら","2004-10-01","南部川村(30388)、南部町(30389)が合併し、みなべ町(30391)を新設"
"30389","和歌山県","日高郡","ひだかぐん","南部町","みなべちょう","2004-10-01","南部川村(30388)、南部町(30389)が合併し、みなべ町(30391)を新設"
"30391","和歌山県","日高郡","ひだかぐん","みなべ町","みなべちょう","2004-10-01","南部川村(30388)、南部町(30389)が合併し、みなべ町(30391)を新設"
"30392","和歌山県","日高郡","ひだかぐん","日高川町","ひだかがわちょう","2005-05-01","川辺町(30384)、中津村(30385)、美山村(30386)が合併し、日高川町(30392)を新設"
"30401","和歌山県","西牟婁郡","にしむろぐん","白浜町","しらはまちょう","2006-03-01","白浜町(30401)、日置川町(30405)が合併し、白浜町を新設"
"30402","和歌山県","西牟婁郡","にしむろぐん","中辺路町","なかへちちょう","2005-05-01","田辺市(30206)、龍神村(30387)、中辺路町(30402)、大塔村(30403)、本宮町(30426)が合併し、田辺市を新設"
"30403","和歌山県","西牟婁郡","にしむろぐん","大塔村","おおとうむら","2005-05-01","田辺市(30206)、龍神村(30387)、中辺路町(30402)、大塔村(30403)、本宮町(30426)が合併し、田辺市を新設"
"30405","和歌山県","西牟婁郡","にしむろぐん","日置川町","ひきがわちょう","2006-03-01","白浜町(30401)、日置川町(30405)が合併し、白浜町を新設"
"30407","和歌山県","西牟婁郡","にしむろぐん","串本町","くしもとちょう","2005-04-01","串本町(30407)、古座町(30423)が合併し、串本町(30428)を新設"
"30423","和歌山県","東牟婁郡","ひがしむろぐん","古座町","こざちょう","2005-04-01","串本町(30407)、古座町(30423)が合併し、串本町(30428)を新設"
"30425","和歌山県","東牟婁郡","ひがしむろぐん","熊野川町","くまのがわちょう","2005-10-01","新宮市(30207)、熊野川町(30425)が合併し、新宮市を新設"
"30426","和歌山県","東牟婁郡","ひがしむろぐん","本宮町","ほんぐうちょう","2005-05-01","田辺市(30206)、龍神村(30387)、中辺路町(30402)、大塔村(30403)、本宮町(30426)が合併し、田辺市を新設"
"30428","和歌山県","東牟婁郡","ひがしむろぐん","串本町","くしもとちょう","2005-04-01","串本町(30407)、古座町(30423)が合併し、串本町(30428)を新設"
"31201","鳥取県","","","鳥取市","とっとりし","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31201","鳥取県","","","鳥取市","とっとりし","2005-10-01","鳥取市(31201)が特例市に移行"
"31201","鳥取県","","","鳥取市","とっとりし","2018-04-01","鳥取市(31201)が特例市から中核市に移行"
"31202","鳥取県","","","米子市","よなごし","2005-03-31","米子市(31202)、淀江町(31385)が合併し、米子市を新設"
"31203","鳥取県","","","倉吉市","くらよしし","2005-03-22","関金町(31365)が倉吉市(31203)に編入"
"31301","鳥取県","岩美郡","いわみぐん","国府町","こくふちょう","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31303","鳥取県","岩美郡","いわみぐん","福部村","ふくべそん","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31321","鳥取県","八頭郡","やずぐん","郡家町","こおげちょう","2005-03-31","郡家町(31321)、船岡町(31322)、八東町(31324)が合併し、八頭町(31329)を新設"
"31322","鳥取県","八頭郡","やずぐん","船岡町","ふなおかちょう","2005-03-31","郡家町(31321)、船岡町(31322)、八東町(31324)が合併し、八頭町(31329)を新設"
"31323","鳥取県","八頭郡","やずぐん","河原町","かわはらちょう","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31324","鳥取県","八頭郡","やずぐん","八東町","はっとうちょう","2005-03-31","郡家町(31321)、船岡町(31322)、八東町(31324)が合併し、八頭町(31329)を新設"
"31326","鳥取県","八頭郡","やずぐん","用瀬町","もちがせちょう","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31327","鳥取県","八頭郡","やずぐん","佐治村","さじそん","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31329","鳥取県","八頭郡","やずぐん","八頭町","やずちょう","2005-03-31","郡家町(31321)、船岡町(31322)、八東町(31324)が合併し、八頭町(31329)を新設"
"31341","鳥取県","気高郡","けたかぐん","気高町","けたかちょう","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31342","鳥取県","気高郡","けたかぐん","鹿野町","しかのちょう","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31343","鳥取県","気高郡","けたかぐん","青谷町","あおやちょう","2004-11-01","気高郡(31340)の廃止
国府町(31301)、福部村(31303)、河原町(31323)、用瀬町(31326)、佐治村(31327)、気高町(31341)、鹿野町(31342)、青谷町(31343)が鳥取市(31201)に編入"
"31361","鳥取県","東伯郡","とうはくぐん","羽合町","はわいちょう","2004-10-01","羽合町(31361)、泊村(31362)、東郷町(31363)が合併し、湯梨浜町(31370)を新設"
"31362","鳥取県","東伯郡","とうはくぐん","泊村","とまりそん","2004-10-01","羽合町(31361)、泊村(31362)、東郷町(31363)が合併し、湯梨浜町(31370)を新設"
"31363","鳥取県","東伯郡","とうはくぐん","東郷町","とうごうちょう","2004-10-01","羽合町(31361)、泊村(31362)、東郷町(31363)が合併し、湯梨浜町(31370)を新設"
"31365","鳥取県","東伯郡","とうはくぐん","関金町","せきがねちょう","2005-03-22","関金町(31365)が倉吉市(31203)に編入"
"31366","鳥取県","東伯郡","とうはくぐん","北条町","ほうじょうちょう","2005-10-01","北条町(31366)、大栄町(31367)が合併し、北栄町(31372)を新設"
"31367","鳥取県","東伯郡","とうはくぐん","大栄町","だいえいちょう","2005-10-01","北条町(31366)、大栄町(31367)が合併し、北栄町(31372)を新設"
"31368","鳥取県","東伯郡","とうはくぐん","東伯町","とうはくちょう","2004-09-01","東伯町(31368)、赤碕町(31369)が合併し、琴浦町(31371)を新設"
"31369","鳥取県","東伯郡","とうはくぐん","赤碕町","あかさきちょう","2004-09-01","東伯町(31368)、赤碕町(31369)が合併し、琴浦町(31371)を新設"
"31370","鳥取県","東伯郡","とうはくぐん","湯梨浜町","ゆりはまちょう","2004-10-01","羽合町(31361)、泊村(31362)、東郷町(31363)が合併し、湯梨浜町(31370)を新設"
"31371","鳥取県","東伯郡","とうはくぐん","琴浦町","ことうらちょう","2004-09-01","東伯町(31368)、赤碕町(31369)が合併し、琴浦町(31371)を新設"
"31372","鳥取県","東伯郡","とうはくぐん","北栄町","ほくえいちょう","2005-10-01","北条町(31366)、大栄町(31367)が合併し、北栄町(31372)を新設"
"31381","鳥取県","西伯郡","さいはくぐん","西伯町","さいはくちょう","2004-10-01","西伯町(31381)、会見町(31382)が合併し、南部町(31389)を新設"
"31382","鳥取県","西伯郡","さいはくぐん","会見町","あいみちょう","2004-10-01","西伯町(31381)、会見町(31382)が合併し、南部町(31389)を新設"
"31383","鳥取県","西伯郡","さいはくぐん","岸本町","きしもとちょう","2005-01-01","岸本町(31383)、溝口町(31404)が合併し、伯耆町(31390)を新設"
"31385","鳥取県","西伯郡","さいはくぐん","淀江町","よどえちょう","2005-03-31","米子市(31202)、淀江町(31385)が合併し、米子市を新設"
"31386","鳥取県","西伯郡","さいはくぐん","大山町","だいせんちょう","2005-03-28","大山町(31386)、名和町(31387)、中山町(31388)が合併し、大山町を新設"
"31387","鳥取県","西伯郡","さいはくぐん","名和町","なわちょう","2005-03-28","大山町(31386)、名和町(31387)、中山町(31388)が合併し、大山町を新設"
"31388","鳥取県","西伯郡","さいはくぐん","中山町","なかやまちょう","2005-03-28","大山町(31386)、名和町(31387)、中山町(31388)が合併し、大山町を新設"
"31389","鳥取県","西伯郡","さいはくぐん","南部町","なんぶちょう","2004-10-01","西伯町(31381)、会見町(31382)が合併し、南部町(31389)を新設"
